-32.523	0
-31.4888	0
-30.4582	0
-29.4312	0
-28.4077	0
-27.3877	0
-26.3712	0
-25.3581	0
-24.3484	0
-23.3422	0
-22.3393	1
-21.3398	0
-20.3436	0
-19.3507	0
-18.3611	1
-17.3748	0
-16.3916	0
-15.4117	0
-14.435	0
-13.4615	0
-12.4911	0
-11.5238	1
-10.5595	0
-9.59839	0
-8.64028	1
-7.68519	0
-6.73309	0
-5.78395	0
-4.83776	0
-3.89449	0
-2.95411	0
-2.0166	0
-1.08194	0
-0.150103	0
0.778936	0
1.7052	0
2.62872	0
3.54951	0
4.46759	0
5.383	0
6.29576	0
7.20589	0
8.11341	0
9.01836	0
9.92074	0
10.8206	1
11.7179	0
12.6128	1
13.5052	1
14.3952	0
15.2827	1
16.1679	0
17.0507	1
17.9312	3
18.8093	0
19.6852	3
20.5588	3
21.4301	4
22.2993	4
23.1662	6
24.031	6
24.8936	9
25.7541	9
26.6125	11
27.4689	16
28.3232	21
29.1754	18
30.0257	22
30.874	23
31.7203	31
32.5647	32
33.4072	36
34.2479	46
35.0866	53
35.9236	57
36.7587	45
37.5921	73
38.4236	79
39.2535	63
40.0817	80
40.9081	79
41.7329	85
42.5561	85
43.3776	93
44.1976	100
45.016	121
45.8329	107
46.6482	127
47.462	143
48.2744	128
49.0854	139
49.8949	157
50.703	152
51.5098	164
52.3152	140
53.1192	161
53.922	171
54.7235	173
55.5238	190
56.3228	198
57.1206	171
57.9173	181
58.7128	186
59.5072	216
60.3004	220
61.0926	221
61.8837	224
62.6738	244
63.4629	249
64.251	306
65.0382	261
65.8244	253
66.6096	282
67.3941	291
68.1776	304
68.9603	282
69.7422	295
70.5233	280
71.3036	293
72.0832	260
72.8621	312
73.6402	263
74.4178	259
75.1946	269
75.9708	269
76.7465	233
77.5216	233
78.2961	247
79.0701	271
79.8436	280
80.6166	237
81.3892	228
82.1613	247
82.933	249
83.7044	225
84.4754	241
85.246	254
86.0164	214
86.7865	243
87.5563	223
88.3259	228
89.0953	255
89.8644	249
90.6335	242
91.4024	251
92.1711	262
92.9398	236
93.7084	247
94.477	245
95.2456	211
96.0142	268
96.7828	260
97.5514	267
98.3202	234
99.089	274
99.858	259
100.627	273
101.396	265
102.166	274
102.936	285
103.706	280
104.476	275
105.246	263
106.017	300
106.788	273
107.56	252
108.332	296
109.104	286
109.877	310
110.651	301
111.424	331
112.199	325
112.974	301
113.749	335
114.525	281
115.302	304
116.079	324
116.857	319
117.635	311
118.415	329
119.195	306
119.975	319
120.757	328
121.539	327
122.323	311
123.107	299
123.892	336
124.678	337
125.464	323
126.252	333
127.041	349
127.83	326
128.621	350
129.413	307
130.206	315
131	351
131.795	331
132.591	339
133.388	338
134.187	314
134.987	356
135.788	347
136.59	334
137.394	333
138.198	326
139.005	362
139.812	332
140.621	372
141.432	317
142.243	308
143.057	328
143.871	325
144.688	324
145.506	312
146.325	346
147.146	331
147.968	343
148.792	336
149.618	367
150.446	368
151.275	332
152.106	325
152.939	352
153.773	342
154.609	364
155.447	322
156.287	356
157.129	342
157.973	366
158.818	330
159.666	357
160.515	358
161.367	325
162.22	386
163.076	347
163.933	359
164.793	335
165.655	359
166.519	334
167.385	384
168.253	377
169.124	344
169.996	369
170.871	355
171.749	380
172.628	382
173.51	389
174.394	359
175.281	345
176.17	388
177.062	374
177.955	398
178.852	371
179.751	350
180.652	322
181.556	356
182.463	367
183.372	350
184.283	334
185.198	334
186.115	338
187.035	342
187.957	346
188.882	345
189.81	375
190.741	318
191.674	393
192.611	330
193.55	342
194.492	317
195.437	349
196.385	310
197.336	313
198.29	301
199.247	313
200.207	308
201.17	313
202.136	298
203.105	322
204.078	297
205.053	317
206.032	302
207.014	289
207.999	285
208.987	345
209.979	284
210.974	268
211.972	283
212.974	301
213.979	310
214.987	275
215.999	304
217.014	259
218.032	278
219.055	301
220.08	288
221.109	273
222.142	261
223.179	302
224.219	285
225.262	286
226.309	281
227.36	281
228.415	275
229.473	250
230.536	270
231.601	302
232.671	261
233.745	267
234.822	269
235.903	260
236.989	253
238.078	274
239.171	252
240.268	262
241.369	252
242.474	264
243.583	271
244.696	239
245.813	259
246.935	219
248.06	267
249.19	240
250.324	254
251.462	248
252.604	284
253.751	247
254.902	250
256.057	255
257.217	244
258.381	238
259.549	254
260.722	230
261.899	238
263.08	236
264.266	259
265.457	218
266.652	221
267.852	250
269.056	255
270.265	260
271.478	242
272.697	234
273.919	230
275.147	257
276.379	235
277.616	248
278.858	242
280.104	249
281.356	234
282.612	259
283.873	245
285.139	243
286.41	212
287.686	251
288.967	226
290.252	225
291.543	235
292.839	245
294.14	245
295.446	230
296.757	211
298.073	263
299.395	251
300.721	247
302.053	251
303.39	248
304.732	251
306.08	254
307.433	234
308.791	234
310.154	226
311.523	240
312.898	250
314.277	225
