-32.523	0
-31.4888	1
-30.4582	0
-29.4312	0
-28.4077	0
-27.3877	0
-26.3712	1
-25.3581	0
-24.3484	2
-23.3422	1
-22.3393	0
-21.3398	0
-20.3436	0
-19.3507	2
-18.3611	0
-17.3748	0
-16.3916	0
-15.4117	0
-14.435	0
-13.4615	0
-12.4911	0
-11.5238	0
-10.5595	0
-9.59839	0
-8.64028	0
-7.68519	0
-6.73309	0
-5.78395	0
-4.83776	1
-3.89449	0
-2.95411	0
-2.0166	0
-1.08194	0
-0.150103	0
0.778936	0
1.7052	0
2.62872	0
3.54951	0
4.46759	0
5.383	1
6.29576	0
7.20589	0
8.11341	0
9.01836	0
9.92074	0
10.8206	1
11.7179	0
12.6128	0
13.5052	1
14.3952	0
15.2827	1
16.1679	0
17.0507	2
17.9312	2
18.8093	3
19.6852	3
20.5588	1
21.4301	4
22.2993	7
23.1662	4
24.031	10
24.8936	8
25.7541	16
26.6125	11
27.4689	17
28.3232	20
29.1754	25
30.0257	34
30.874	38
31.7203	34
32.5647	41
33.4072	32
34.2479	51
35.0866	60
35.9236	80
36.7587	62
37.5921	75
38.4236	97
39.2535	87
40.0817	107
40.9081	89
41.7329	149
42.5561	113
43.3776	135
44.1976	138
45.016	156
45.8329	137
46.6482	179
47.462	184
48.2744	170
49.0854	185
49.8949	200
50.703	188
51.5098	190
52.3152	175
53.1192	204
53.922	225
54.7235	245
55.5238	235
56.3228	222
57.1206	275
57.9173	269
58.7128	247
59.5072	244
60.3004	283
61.0926	276
61.8837	309
62.6738	329
63.4629	340
64.251	367
65.0382	330
65.8244	363
66.6096	385
67.3941	332
68.1776	318
68.9603	336
69.7422	318
70.5233	349
71.3036	318
72.0832	332
72.8621	328
73.6402	294
74.4178	310
75.1946	313
75.9708	314
76.7465	303
77.5216	315
78.2961	293
79.0701	295
79.8436	275
80.6166	306
81.3892	287
82.1613	286
82.933	286
83.7044	281
84.4754	299
85.246	293
86.0164	286
86.7865	283
87.5563	288
88.3259	316
89.0953	329
89.8644	309
90.6335	314
91.4024	313
92.1711	301
92.9398	303
93.7084	282
94.477	311
95.2456	294
96.0142	323
96.7828	344
97.5514	330
98.3202	321
99.089	304
99.858	361
100.627	305
101.396	321
102.166	356
102.936	304
103.706	338
104.476	370
105.246	325
106.017	394
106.788	349
107.56	364
108.332	396
109.104	362
109.877	394
110.651	363
111.424	344
112.199	376
112.974	367
113.749	377
114.525	383
115.302	366
116.079	387
116.857	387
117.635	377
118.415	397
119.195	411
119.975	383
120.757	416
121.539	393
122.323	404
123.107	420
123.892	386
124.678	401
125.464	393
126.252	398
127.041	404
127.83	366
128.621	359
129.413	363
130.206	403
131	404
131.795	384
132.591	408
133.388	405
134.187	421
134.987	408
135.788	418
136.59	406
137.394	390
138.198	431
