-32.523	0
-31.4888	1
-30.4582	1
-29.4312	0
-28.4077	1
-27.3877	0
-26.3712	1
-25.3581	2
-24.3484	1
-23.3422	0
-22.3393	0
-21.3398	0
-20.3436	0
-19.3507	1
-18.3611	0
-17.3748	0
-16.3916	0
-15.4117	0
-14.435	0
-13.4615	0
-12.4911	0
-11.5238	0
-10.5595	0
-9.59839	0
-8.64028	0
-7.68519	0
-6.73309	0
-5.78395	0
-4.83776	0
-3.89449	0
-2.95411	0
-2.0166	0
-1.08194	0
-0.150103	0
0.778936	0
1.7052	0
2.62872	0
3.54951	1
4.46759	1
5.383	0
6.29576	0
7.20589	0
8.11341	0
9.01836	1
9.92074	0
10.8206	1
11.7179	0
12.6128	1
13.5052	0
14.3952	1
15.2827	1
16.1679	0
17.0507	2
17.9312	3
18.8093	1
19.6852	2
20.5588	4
21.4301	1
22.2993	7
23.1662	8
24.031	15
24.8936	8
25.7541	15
26.6125	19
27.4689	14
28.3232	11
29.1754	26
30.0257	23
30.874	33
31.7203	30
32.5647	36
33.4072	50
34.2479	54
35.0866	60
35.9236	67
36.7587	84
37.5921	94
38.4236	93
39.2535	107
40.0817	105
40.9081	127
41.7329	124
42.5561	137
43.3776	147
44.1976	139
45.016	149
45.8329	151
46.6482	180
47.462	173
48.2744	173
49.0854	173
49.8949	168
50.703	176
51.5098	217
52.3152	188
53.1192	210
53.922	213
54.7235	224
55.5238	217
56.3228	217
57.1206	247
57.9173	233
58.7128	232
59.5072	237
60.3004	239
61.0926	265
61.8837	255
62.6738	273
63.4629	288
64.251	313
65.0382	324
65.8244	323
66.6096	310
67.3941	364
68.1776	382
68.9603	366
69.7422	406
70.5233	446
71.3036	437
72.0832	442
72.8621	456
73.6402	451
74.4178	451
75.1946	402
75.9708	439
76.7465	422
77.5216	397
78.2961	397
79.0701	351
79.8436	337
80.6166	371
81.3892	353
82.1613	342
82.933	344
83.7044	340
84.4754	318
85.246	352
86.0164	338
86.7865	314
87.5563	338
88.3259	329
89.0953	345
89.8644	300
90.6335	307
91.4024	308
92.1711	287
92.9398	308
93.7084	269
94.477	308
95.2456	308
96.0142	286
96.7828	316
97.5514	266
98.3202	325
99.089	280
99.858	289
100.627	313
101.396	324
102.166	302
102.936	321
103.706	354
104.476	339
105.246	332
106.017	327
106.788	347
107.56	380
108.332	309
109.104	317
109.877	349
110.651	359
111.424	357
112.199	355
112.974	364
113.749	359
114.525	377
115.302	375
116.079	371
116.857	414
117.635	377
118.415	399
119.195	381
119.975	403
120.757	443
121.539	404
122.323	467
123.107	424
123.892	438
124.678	388
125.464	403
126.252	422
127.041	457
127.83	447
128.621	450
129.413	448
130.206	427
131	427
131.795	452
132.591	458
133.388	426
134.187	422
134.987	438
135.788	405
136.59	436
137.394	421
138.198	433
